Time_ms,AX,AY,AZ,GX,GY,GZ
1768149427282,0.00157812,-0.00555469,1.00778,-2.45318,1.15052,0.975267
1768149427294,0.00768164,-0.000183597,1.00949,-2.41501,1.07418,0.799695
1768149427305,-0.00110742,0.000304684,0.998503,-2.36157,1.17342,0.952366
1768149427317,-0.00232813,-0.002625,1.0029,-2.39974,1.19632,1.0287
1768149427329,0.00328711,-0.00213672,0.994353,-2.35394,1.19632,1.10504
1768149427341,0.00182226,0.000304684,1.00558,-2.44554,1.30319,0.96
1768149427352,0.00353125,0.00689648,1.00241,-2.2547,1.15815,0.952366
1768149427364,-0.00257227,-0.000916019,1.0029,-2.41501,1.24976,0.975267
1768149427376,-0.000375003,-0.0014043,0.999724,-2.19363,1.25739,0.998168
1768149427388,0.0020664,0.00225781,1.00754,-2.39974,1.24212,1.12794
1768149427399,0.00426367,0.00225781,1.01071,-2.49134,1.38716,0.906565
1768149427411,0.00450781,0.00421093,0.999235,-2.43027,1.08182,0.898931
1768149427423,0.00060156,0.000304684,1.00094,-2.12493,1.05128,1.10504
1768149427435,0.000845701,0.00128125,1.00046,-2.42264,1.13525,0.799695
1768149427446,-0.00330469,0.00396679,1.0112,-2.28524,1.11998,1.0287
1768149427458,-0.00452539,0.00128125,0.993376,-2.36157,1.12762,0.860763
1768149427470,-0.000863284,0.00469922,1.00265,-2.2318,1.19632,0.921832
1768149427482,-0.00306055,0.00494336,1.00412,-2.44554,1.12762,0.952366
1768149427494,-0.000863284,0.00543164,1.00656,-2.26997,1.10472,0.868397
1768149427505,0.00646093,0.00250195,1.00217,-2.37684,1.04365,1.04397
1768149427517,-0.00501367,0.00128125,1.00021,-2.39211,1.17342,0.876031
1768149427529,0.00279883,0.00543164,1.00143,-2.30814,1.18105,0.967634
1768149427541,0.00475195,0.00152539,1.00314,-2.33104,1.11998,0.937099
1768149427552,-0.000619143,-0.00238086,1.00461,-2.43027,1.36426,1.0058
1768149427564,-0.00110742,-0.000671878,1.00485,-2.19363,1.05892,0.898931
1768149427576,0.00304297,0.000792965,0.993132,-2.43027,1.12762,0.982901
1768149427588,0.0020664,-0.000671878,1.00339,-2.37684,1.19632,0.96
1768149427599,0.00060156,0.00591992,1.00143,-2.26997,1.23449,0.937099
1768149427611,0.00060156,0.00445507,1.00607,-2.39211,1.18869,0.830229
1768149427623,0.0020664,0.000792965,0.999724,-2.45318,1.24976,1.06687
1768149427635,-0.00232813,0.00128125,1.0068,-2.24707,1.37953,0.906565
1768149427646,0.00182226,0.000792965,1.00265,-2.26234,1.18869,0.845496
1768149427658,0.000113279,-0.00238086,0.990202,-2.33867,1.16579,1.08977
1768149427670,0.000113279,-0.00311328,1.00192,-2.44554,1.22685,0.929466
1768149427682,0.00548437,0.00299023,0.998015,-2.2776,1.21922,1.06687
1768149427693,-0.00306055,0.000792965,1.00314,-2.20127,1.28029,0.96
1768149427705,0.00328711,-0.00335743,1.00314,-2.21653,1.07418,0.891298
1768149427717,-0.00476953,0.00665234,1.00241,-2.37684,1.21159,0.944733
1768149427729,-0.000375003,-0.002625,1.00705,-2.39974,1.29556,0.830229
1768149427740,0.00401953,-0.00286914,1.0007,-2.35394,1.24976,0.876031
1768149427752,0.00377539,-0.000916019,1.00827,-2.1631,1.38716,1.0974
1768149427764,0.00890234,0.00347851,1.00509,-2.33104,1.29556,1.01344
1768149427775,0.00060156,-0.0014043,1.0029,-2.36157,1.16579,0.990534
1768149427787,-0.00281641,0.000792965,1.00851,-2.49898,1.30319,0.891298
1768149427799,-0.000619143,0.00201367,1.00851,-2.23944,1.18869,0.891298
1768149427811,0.00328711,0.000304684,1.00925,-2.37684,1.22685,1.0745
1768149427822,0.000357419,0.00201367,1.00827,-2.33104,1.32609,1.0058
1768149427834,0.000113279,-0.000671878,1.00705,-2.39974,1.21159,0.952366
1768149427846,0.00157812,0.00299023,1.00314,-2.26997,1.30319,1.02107
1768149427858,0.00060156,-0.00116016,0.998991,-2.36157,1.04365,0.822595
1768149427870,0.00133398,-0.000183597,1.00143,-2.2318,1.16579,0.952366
1768149427881,0.00108984,0.00299023,1.00461,-2.37684,1.32609,0.937099
1768149427893,-0.00183985,0.00225781,1.00265,-2.40737,1.22685,0.982901
1768149427905,-0.000375003,-0.00189258,1.00265,-2.33867,1.24212,0.738626
1768149427916,0.00475195,0.00372265,0.996062,-2.1631,1.28029,0.784428
1768149427928,-0.00159571,-0.00116016,1.00436,-2.39974,1.16579,0.998168
1768149427940,-0.00281641,-0.0014043,1.00436,-2.46081,1.21922,0.753893
1768149427952,0.00328711,0.000548825,1.01169,-2.39211,1.24976,0.929466
1768149427963,0.00377539,-0.002625,1.00363,-2.33867,1.31082,0.906565
1768149427975,-0.00257227,0.00128125,1.00558,-2.40737,1.25739,0.929466
1768149427987,0.00255468,-0.00555469,1.00705,-2.43027,1.12762,0.799695
1768149427999,0.00182226,-0.000427738,0.99655,-2.33867,1.07418,0.921832
1768149428010,0.00548437,0.000304684,1.00436,-2.31577,1.14289,0.860763
1768149428022,-0.00110742,-0.00189258,1.00705,-2.26997,1.21922,0.990534
1768149428034,-0.00428125,-0.00213672,1.00143,-2.46081,1.10472,0.906565
1768149428046,-0.000130862,0.00372265,0.998259,-2.2776,1.12762,0.929466
1768149428057,0.00231054,-0.000916019,0.99948,-2.45318,1.20395,0.799695
1768149428069,-0.000130862,0.000548825,0.998747,-2.40737,1.18105,0.837863
1768149428081,-0.00550196,0.00616406,1.00509,-2.37684,1.13525,0.982901
1768149428093,0.00572851,0.00396679,0.998015,-2.36157,1.39479,0.944733
1768149428104,0.000357419,0.00372265,1.00314,-2.30814,1.24976,1.05924
1768149428116,0.00499609,-0.00384571,1.00021,-2.26997,1.15815,0.883664
1768149428128,-0.0069668,0.00201367,0.993132,-2.26234,1.27266,1.0287
1768149428140,0.00621679,0.000548825,1.0029,-2.24707,1.09708,0.868397
1768149428151,0.000357419,0.00689648,1.00241,-2.43791,1.21159,0.990534
1768149428163,0.00353125,0.0051875,1.00412,-2.2776,1.31082,1.01344
1768149428175,-0.00452539,-0.00457813,0.99948,-2.2776,1.18869,0.914199
1768149428187,0.00499609,0.0100703,0.998747,-2.39974,1.00548,0.868397
1768149428198,-0.00110742,-0.000916019,0.995573,-2.39974,1.15815,0.96
1768149428210,-0.00159571,0.00323437,1.00876,-2.36157,1.30319,0.914199
1768149428222,0.00353125,-0.00116016,0.986784,-2.30814,1.15815,0.929466
1768149428234,-0.00501367,0.000548825,1.00509,-2.39974,1.20395,1.02107
1768149428245,-0.00452539,-0.00189258,1.00265,-2.38447,1.09708,1.0974
1768149428257,-0.0081875,0.00836132,1.00802,-2.34631,1.22685,0.906565
1768149428269,-0.00159571,0.00445507,0.998991,-2.45318,1.29556,0.952366
1768149428281,-0.000619143,0.000548825,0.999968,-2.33867,1.27266,0.990534
1768149428292,-0.000130862,0.00347851,1.00802,-2.33104,1.18105,1.14321
1768149428304,-0.0069668,-0.00189258,1.01095,-2.26997,1.15052,0.929466
1768149428316,0.00060156,0.00396679,1.00168,-2.43027,1.27266,0.914199
1768149428328,-0.000619143,0.00103711,0.995573,-2.34631,1.18869,0.982901
1768149428339,0.00108984,0.00347851,1.00705,-2.2547,1.09708,0.944733
1768149428351,-0.0069668,0.00421093,0.99948,-2.33104,1.18869,1.01344
1768149428363,-0.000130862,0.000304684,1.01047,-2.47608,1.00548,0.883664
1768149428375,0.00304297,-0.002625,1.0029,-2.40737,1.39479,0.868397
1768149428386,-0.00379297,-0.00335743,1.00143,-2.44554,1.20395,1.05924
1768149428398,0.00524023,0.00396679,1.00632,-2.3234,1.24976,0.998168
1768149428410,0.00499609,-0.000916019,1.00509,-2.3234,1.17342,0.906565
1768149428422,-0.000619143,0.00347851,0.998503,-2.41501,1.25739,0.837863
1768149428433,0.00182226,0.00299023,1.00217,-2.39211,1.17342,0.898931
1768149428445,-0.000375003,-0.00457813,1.00583,-2.2089,1.19632,0.921832
1768149428457,-0.00135157,0.000304684,0.997282,-2.38447,1.29556,0.883664
1768149428468,-0.00306055,0.00323437,0.995573,-2.34631,1.18105,0.914199
1768149428480,0.00060156,-0.000671878,0.996306,-2.2089,1.25739,0.998168
1768149428492,0.00694922,0.00103711,1.00705,-2.33867,1.33373,0.998168
1768149428504,0.0020664,0.00103711,0.995085,-2.35394,1.05892,0.952366
1768149428515,-0.00354883,-0.0014043,1.00973,-2.36921,1.24212,0.891298
1768149428527,-0.00330469,-0.000916019,1.00558,-2.39211,1.02075,0.898931
1768149428539,-0.000375003,0.000304684,1.009,-2.45318,1.18105,1.04397
1768149428551,0.00401953,0.00494336,1.00094,-2.46844,1.22685,0.807328
1768149428563,-0.00403711,-0.00116016,0.995329,-2.36921,1.19632,0.921832
1768149428576,0.00304297,0.00225781,1.00168,-2.3234,1.04365,0.944733
1768149428589,0.00646093,0.00176953,1.00607,-2.41501,1.38716,0.982901
1768149428602,-0.00281641,-0.00384571,1.00412,-2.26997,1.18869,0.914199
1768149428614,0.00108984,0.000304684,0.994597,-2.43027,1.25739,1.04397
1768149428627,-0.00232813,0.00128125,0.99069,-2.46081,1.02075,0.898931
1768149428640,-0.0081875,-0.000916019,1.00607,-2.37684,1.11998,1.0287
1768149428653,-0.00232813,0.000792965,1.00436,-2.2776,1.18105,1.01344
1768149428666,-0.00110742,-0.000183597,1.00021,-2.19363,1.15052,0.860763
1768149428678,0.0020664,0.000304684,1.00119,-2.23944,1.28029,1.04397
1768149428691,-0.00501367,-0.00213672,1.00851,-2.40737,1.09708,0.914199
1768149428704,0.00597265,0.00445507,1.00168,-2.36921,1.05128,0.898931
1768149428717,-0.00232813,-0.002625,1.0029,-2.48371,1.13525,0.876031
1768149428730,0.00255468,-0.000183597,1.00192,-2.39211,1.24976,0.96
1768149428742,0.00646093,6.05434e-05,1.00461,-2.40737,1.26502,1.03634
1768149428755,0.00279883,6.05434e-05,1.00094,-2.36157,1.19632,1.18137
1768149428768,0.00133398,0.00274609,1.00632,-2.24707,1.08182,0.822595
1768149428781,-0.00110742,-0.00335743,1.00363,-2.28524,1.28029,0.860763
1768149428793,-0.000375003,-0.000916019,0.998259,-2.3234,1.10472,0.914199
1768149428806,-0.0057461,-0.002625,0.997038,-2.61348,1.15815,0.929466
1768149428819,0.00279883,-0.00457813,1.00925,-2.36157,1.29556,1.0287
1768149428832,-0.00232813,-0.00311328,1.00387,-2.43027,1.28029,0.929466
1768149428844,0.00182226,0.00323437,1.00705,-2.46844,1.11998,0.967634
1768149428857,0.000845701,0.00299023,1.00705,-2.39974,1.12762,0.898931
1768149428870,-0.00135157,-0.000671878,1.00387,-2.43027,1.20395,0.74626
1768149428883,0.000357419,-0.000671878,1.00265,-2.36921,1.37189,0.967634
1768149428896,0.00108984,0.00201367,1.00339,-2.33104,1.12762,0.975267
1768149428908,0.0020664,0.00225781,1.00509,-2.38447,1.25739,1.03634
1768149428921,-0.00330469,0.00250195,1.00778,-2.24707,1.11235,0.914199
1768149428934,0.00621679,0.00347851,0.99948,-2.2547,1.03602,0.898931
1768149428947,0.00279883,0.00543164,1.00461,-2.23944,1.17342,0.700458
1768149428959,-0.000619143,-0.00189258,0.998747,-2.23944,1.05892,0.967634
1768149428972,-0.00452539,0.00250195,0.992644,-2.24707,1.18869,0.990534
1768149428985,0.00108984,6.05434e-05,1.00925,-2.45318,1.00548,0.906565
1768149428998,-0.00110742,0.00152539,1.00656,-2.45318,1.13525,0.967634
1768149429010,0.00060156,-0.00335743,1.00509,-2.37684,1.20395,0.830229
1768149429023,0.000113279,0.00250195,0.995573,-2.26997,1.21159,0.937099
1768149429036,0.00060156,0.000548825,1.00656,-2.28524,1.13525,0.952366
1768149429049,0.00060156,0.00421093,1.00436,-2.40737,1.25739,0.814962
1768149429061,0.00060156,0.00128125,1.00705,-2.34631,1.29556,0.883664
1768149429074,0.00304297,0.000792965,1.00436,-2.49134,1.21922,0.944733
1768149429087,-0.00232813,-0.000183597,1.00436,-2.36157,1.09708,0.883664
1768149429100,-0.00354883,6.05434e-05,1.00217,-2.15547,1.38716,0.944733
1768149429112,0.000113279,-0.002625,1.0029,-2.39211,1.15052,0.868397
1768149429125,-0.00428125,-0.000671878,0.998503,-2.2318,1.27266,0.898931
1768149429138,-0.00159571,0.00103711,1.00802,-2.52951,1.15052,1.02107
1768149429151,0.00426367,0.00201367,1.00876,-2.3234,1.18105,0.85313
1768149429164,-0.00281641,-0.00335743,1.00119,-2.3234,1.20395,1.08214
1768149429176,0.00255468,-0.000671878,0.992644,-2.28524,1.26502,0.929466
1768149429189,-0.00306055,0.000792965,1.00461,-2.38447,1.10472,1.0287
1768149429202,0.00108984,0.000792965,1.01022,-2.40737,1.14289,1.05924
1768149429215,-0.00232813,0.00689648,1.00925,-2.41501,1.08945,0.85313
1768149429227,-0.00159571,0.00201367,1.00754,-2.31577,1.28792,0.937099
1768149429240,-0.00281641,0.00665234,0.994108,-2.26997,1.21922,1.08977
1768149429253,0.00108984,-0.0014043,1.00607,-2.2776,1.14289,0.898931
1768149429266,0.00255468,-0.00189258,1.01047,-2.34631,1.22685,0.944733
1768149429278,0.00108984,0.00323437,0.989226,-2.38447,0.959679,0.860763
1768149429291,-0.00403711,-0.00384571,1.00558,-2.30814,1.25739,0.891298
1768149429304,0.00353125,-0.002625,0.999235,-2.49898,1.21159,0.929466
1768149429317,0.00401953,0.000548825,0.99655,-2.36157,1.26502,0.914199
1768149429329,-0.00354883,-0.00482227,1.0029,-2.2089,1.26502,1.01344
1768149429342,-0.00110742,0.00201367,1.00509,-2.2547,1.40243,0.929466
1768149429355,0.00182226,-0.000916019,0.999724,-2.2776,1.15815,1.10504
1768149429368,0.00572851,-0.00335743,0.998991,-2.40737,1.14289,0.85313
1768149429380,0.00182226,-0.000183597,1.00021,-2.36157,1.08182,0.898931
1768149429393,0.0074375,-0.000183597,0.998991,-2.38447,1.15052,0.96
1768149429406,0.0020664,0.00665234,1.00241,-2.49898,1.14289,0.944733
1768149429419,0.00182226,0.000548825,1.01071,-2.47608,1.07418,0.967634
1768149429431,-0.00501367,-0.00579883,1.0007,-2.45318,1.19632,0.982901
1768149429444,-0.00306055,-0.00311328,0.999724,-2.40737,1.20395,0.792061
1768149429457,0.00524023,-0.00335743,1.00412,-2.31577,1.37189,0.982901
1768149429470,0.00060156,-0.00311328,0.998015,-2.44554,1.35663,1.02107
1768149429483,0.00255468,0.00225781,1.00119,-2.46844,1.16579,0.914199
1768149429495,-0.00354883,-0.0014043,1.00876,-2.28524,1.19632,0.868397
1768149429508,-0.00110742,0.00347851,1.00119,-2.26997,1.11235,0.883664
1768149429521,0.00450781,0.00372265,1.00168,-2.36157,1.16579,0.792061
1768149429534,-0.000130862,-0.00238086,1.00339,-2.20127,1.17342,1.0058
1768149429546,0.00182226,-0.000916019,0.99948,-2.23944,1.33373,0.914199
1768149429559,-0.00232813,0.0064082,1.00192,-2.54478,1.18105,0.944733
1768149429572,0.00279883,0.00225781,0.995817,-2.30814,1.24212,0.860763
1768149429585,-0.00330469,0.000548825,0.99948,-2.36921,0.974947,0.761527
1768149429597,0.00328711,-0.00164844,1.0007,-2.43027,1.05892,0.967634
1768149429610,-0.00476953,0.00225781,0.995573,-2.17073,1.40243,0.944733
1768149429623,-0.00110742,-0.00238086,1.00094,-2.21653,1.14289,0.906565
1768149429636,-0.00257227,-0.00213672,0.997038,-2.22417,1.20395,0.937099
1768149429648,-0.000375003,0.00176953,1.00119,-2.2318,1.14289,0.830229
1768149429661,-0.00281641,0.000548825,0.999968,-2.38447,1.41006,1.0745
1768149429674,-0.00135157,0.00225781,0.99948,-2.33104,1.29556,0.76916
1768149429687,-0.00672266,0.00128125,0.998503,-2.2776,1.31846,0.784428
1768149429699,0.00279883,-0.00116016,0.999235,-2.2547,1.28792,0.96
1768149429712,0.0020664,0.00152539,0.999235,-2.3234,1.37953,0.937099
1768149429725,0.000113279,0.000792965,1.00656,-2.29287,1.00548,1.02107
1768149429738,-0.00354883,-0.000427738,1.00217,-2.33104,1.20395,0.96
1768149429751,-0.00183985,-0.00335743,0.997038,-2.29287,1.08945,1.05924
1768149429763,-0.00208399,0.00201367,1.00754,-2.46844,1.21922,0.883664
1768149429776,-0.000619143,-0.00286914,0.995817,-2.48371,1.38716,0.799695
1768149429789,0.0020664,0.00372265,1.0029,-2.37684,1.15052,0.85313
1768149429802,0.00279883,0.00421093,1.01022,-2.45318,1.03602,0.937099
1768149429814,-0.000863284,0.00274609,1.00339,-2.3005,1.24212,1.05924
1768149429827,-0.00501367,0.00299023,0.997038,-2.41501,1.11998,0.860763
1768149429840,0.0020664,0.000548825,1.00363,-2.35394,1.21159,1.01344
1768149429853,0.00279883,0.00176953,1.00046,-2.34631,1.07418,0.891298
1768149429865,0.00426367,0.00323437,1.00192,-2.46081,1.23449,0.784428
1768149429878,-0.0057461,-0.00311328,0.998747,-2.28524,1.29556,1.21191
1768149429891,-0.00110742,0.00299023,1.00632,-2.41501,1.08945,1.01344
1768149429904,-0.00306055,0.00274609,1.00632,-2.22417,1.10472,0.975267
1768149429917,0.00060156,0.00128125,1.00094,-2.40737,1.18869,0.975267
1768149429929,-0.000619143,0.00591992,0.998015,-2.43027,1.14289,0.914199
1768149429942,-0.00891992,0.00128125,0.997526,-2.44554,1.23449,1.0058
1768149429955,0.00182226,0.00372265,1.00778,-2.50661,1.12762,1.0287
1768149429968,-0.00501367,-0.00677539,1.00217,-2.29287,1.18869,0.921832
1768149429981,-0.00135157,-0.00213672,0.995573,-2.3234,1.03602,1.02107
1768149429993,-0.00159571,-0.000671878,0.998259,-2.42264,1.11235,0.876031
1768149430006,0.00182226,-0.00116016,1.00192,-2.40737,1.19632,1.0745
1768149430019,-0.00354883,-0.00311328,1.00314,-2.55241,1.29556,0.929466
1768149430032,0.00401953,0.00176953,1.00363,-2.24707,1.35663,1.03634
1768149430044,-0.00135157,0.00103711,0.998747,-2.38447,1.21922,1.0974
1768149430057,0.00475195,-0.000183597,1.00339,-2.39211,1.25739,1.0516
1768149430070,-0.00257227,-0.00189258,1.0029,-2.43027,1.21922,0.860763
1768149430083,0.00060156,0.00469922,1.00509,-2.49134,1.28029,0.868397
1768149430095,-0.00183985,0.0076289,1.00632,-2.36921,1.30319,0.990534
1768149430108,0.000113279,-0.00433399,1.00241,-2.36157,1.22685,0.891298
1768149430121,-0.000375003,0.000304684,0.995329,-2.35394,1.27266,0.868397
1768149430134,0.00353125,0.00469922,0.996794,-2.41501,1.27266,0.883664
1768149430146,0.00450781,-0.00238086,0.997526,-2.39211,1.15052,0.975267
1768149430159,-0.00647852,0.00299023,1.00778,-2.24707,1.19632,1.04397
1768149430172,0.000357419,-0.000427738,1.00168,-2.41501,1.15052,1.11267
1768149430185,-0.00501367,-0.00116016,0.990935,-2.37684,1.19632,0.906565
1768149430197,0.00255468,0.000792965,0.998503,-2.3005,1.16579,0.845496
1768149430210,-0.00501367,-0.00189258,1.00241,-2.30814,1.29556,1.0058
1768149430223,-0.00379297,-0.00286914,1.00119,-2.29287,1.18105,0.975267
1768149430236,-0.00135157,-0.00701953,1.0112,-2.31577,1.15815,1.02107
1768149430249,-0.00159571,0.00347851,1.00632,-2.44554,1.25739,0.921832
1768149430261,-0.000375003,-0.000427738,1.00339,-2.42264,1.28029,1.12031
1768149430274,0.000113279,0.00665234,0.996794,-2.2547,1.18105,0.967634
1768149430287,0.000113279,-0.000427738,1.00778,-2.31577,1.33373,0.967634
1768149430300,0.000113279,-0.000671878,0.998747,-2.28524,1.11235,0.891298
1768149430312,-0.00110742,0.00152539,0.997771,-2.2776,1.11235,0.952366
1768149430325,-0.000863284,0.00250195,1.00851,-2.47608,1.33373,0.822595
1768149430338,-0.000619143,-0.000916019,1.00778,-2.33104,1.17342,1.01344
1768149430351,0.00108984,0.00152539,1.00119,-2.45318,1.30319,0.85313
1768149430363,-0.00159571,-0.00506641,0.998991,-2.46844,1.28792,0.929466
1768149430376,-0.00183985,0.00347851,0.99948,-2.26997,1.28029,1.06687
1768149430389,0.00475195,-0.00360157,0.996306,-2.46844,1.25739,0.921832
1768149430402,-0.000863284,0.00347851,1.00607,-2.33867,1.08182,0.937099
1768149430414,-0.000375003,0.00714062,0.995817,-2.33867,1.14289,0.921832
1768149430427,0.00133398,0.000304684,1.00339,-2.2776,1.21159,0.937099
1768149430440,0.00133398,-0.000183597,1.00949,-2.33867,1.08182,0.906565
1768149430453,0.0086582,6.05434e-05,1.009,-2.1173,1.08945,0.906565
1768149430465,0.000113279,-0.00189258,1.00241,-2.34631,0.997847,0.85313
1768149430478,0.00231054,-0.000916019,1.00827,-2.38447,1.27266,1.01344
1768149430491,0.00133398,-0.000427738,0.997526,-2.43027,1.28029,0.837863
1768149430504,0.00279883,-0.00408985,0.999724,-2.39211,1.26502,0.998168
1768149430517,-0.00550196,0.00372265,1.00534,-2.40737,1.33373,0.990534
1768149430529,0.000357419,0.00347851,1.01047,-2.47608,1.27266,0.998168
1768149430542,0.00279883,-0.00311328,1.00461,-2.2318,1.16579,0.914199
1768149430555,0.00548437,0.00421093,1.00778,-2.29287,1.12762,0.944733
1768149430568,-0.000619143,0.000304684,1.01047,-2.38447,1.12762,0.975267
1768149430580,-0.00403711,0.00176953,1.01071,-2.42264,1.21922,0.876031
1768149430593,-0.00428125,0.00250195,1.00802,-2.36921,1.25739,0.998168
1768149430606,0.00231054,-0.000671878,0.998991,-2.43027,1.15052,0.937099
1768149430619,0.00304297,-0.0014043,1.00265,-2.33867,1.23449,0.990534
1768149430631,0.0020664,0.00665234,1.00436,-2.34631,1.30319,0.96
1768149430644,0.000357419,0.00176953,0.995329,-2.2547,1.15052,0.929466
1768149430657,0.00133398,-0.000916019,1.00534,-2.39974,1.36426,0.952366
1768149430670,0.00401953,0.00103711,1.00583,-2.37684,1.24212,0.967634
1768149430683,0.00499609,-0.00116016,0.99948,-2.51424,1.11998,1.08977
1768149430695,0.000845701,-0.0014043,1.01095,-2.33867,1.13525,0.990534
1768149430708,0.00108984,-0.000916019,1.00485,-2.40737,1.10472,0.85313
1768149430721,0.000845701,-0.0014043,1.00705,-2.24707,1.18105,0.937099
1768149430734,-0.000375003,-0.000916019,1.0029,-2.15547,1.15052,1.02107
1768149430746,0.0020664,-0.00311328,0.995573,-2.17837,1.28029,0.967634
1768149430759,-0.00672266,0.000304684,0.997771,-2.47608,1.18105,0.937099
1768149430772,0.00499609,0.00176953,0.998747,-2.30814,1.13525,0.998168
1768149430785,-0.000375003,0.00347851,0.999724,-2.46081,1.15052,0.830229
1768149430797,0.00328711,0.00274609,0.998747,-2.51424,1.31082,0.937099
1768149430810,0.00328711,-0.000671878,1.00168,-2.36921,1.12762,0.906565
1768149430823,-0.000375003,6.05434e-05,0.998259,-2.50661,1.23449,0.998168
1768149430836,-0.000375003,0.000304684,1.00558,-2.10966,1.19632,0.85313
1768149430848,-0.000130862,0.0051875,1.00876,-2.29287,1.24976,0.990534
1768149430861,0.00353125,0.00396679,1.0029,-2.37684,1.10472,0.898931
1768149430874,0.00157812,-0.00335743,1.01999,-2.14783,1.23449,0.96
1768149430887,-0.000375003,-0.00628711,0.999968,-2.40737,1.26502,0.921832
1768149430900,-0.00135157,0.000548825,0.99655,-2.37684,1.19632,0.868397
1768149430912,0.00133398,0.000548825,1.00778,-2.2776,1.24976,0.921832
1768149430925,0.00182226,0.00347851,1.00192,-2.2318,1.13525,0.845496
1768149430938,0.0020664,0.00347851,1.00094,-2.40737,1.20395,1.0516
1768149430951,0.00060156,-0.000183597,1.0007,-2.28524,1.16579,0.74626
1768149430963,0.00060156,0.00323437,1.00485,-2.38447,1.21159,0.921832
1768149430976,-0.00550196,-0.00213672,0.99948,-2.20127,1.25739,0.967634
1768149430989,-0.000130862,-0.00116016,0.998015,-2.52188,1.21159,0.799695
1768149431002,-0.00110742,0.000548825,1.00363,-2.35394,1.20395,0.860763
1768149431014,-0.000619143,0.00201367,1.00314,-2.34631,1.22685,0.876031
1768149431027,0.00279883,0.00323437,1.00583,-2.36921,1.28029,0.883664
1768149431040,-0.00306055,0.00591992,0.998991,-2.3005,1.25739,1.0287
1768149431053,0.00670508,0.00445507,0.998747,-2.3234,1.20395,0.85313
1768149431065,-0.00110742,-0.00286914,1.00046,-2.35394,1.15815,1.03634
1768149431078,-0.00379297,-0.00677539,1.00485,-2.2089,1.13525,0.937099
1768149431091,-0.00110742,-0.000916019,1.00217,-2.36921,1.23449,1.05924
1768149431104,0.00475195,0.000792965,1.00973,-2.43791,0.959679,0.998168
1768149431116,-0.000375003,-0.00408985,1.00265,-2.41501,1.15815,0.868397
1768149431129,0.00353125,0.00201367,0.997282,-2.37684,1.13525,0.898931
1768149431142,-0.000619143,-0.002625,1.00363,-2.26997,1.34136,0.784428
1768149431155,-0.000619143,-0.00433399,1.00119,-2.44554,1.25739,0.914199
1768149431167,0.00157812,0.00494336,1.00217,-2.36157,1.13525,1.10504
1768149431180,-0.00525782,6.05434e-05,1.00583,-2.44554,1.18869,1.01344
1768149431193,-0.00183985,0.00543164,1.0007,-2.29287,1.08945,0.967634
