Time_ms,AX,AY,AZ,GX,GY,GZ
1768149431206,-0.0057461,-0.00506641,0.995573,-2.43791,1.29556,0.921832
1768149431219,-0.000619143,-0.00433399,1.0029,-2.49134,1.15052,0.967634
1768149431232,-0.00159571,0.00225781,1.00265,-2.45318,1.31846,0.845496
1768149431244,0.00108984,-0.00116016,1.00339,-2.23944,1.26502,0.807328
1768149431257,-0.00354883,0.00494336,0.999724,-2.34631,1.18869,0.937099
1768149431270,-0.00110742,0.00591992,1.00314,-2.44554,1.23449,1.01344
1768149431283,-0.00183985,0.000792965,0.996794,-2.3005,1.22685,1.01344
1768149431295,0.00377539,0.00421093,0.999968,-2.19363,1.19632,0.85313
1768149431308,-0.00403711,6.05434e-05,1.00534,-2.33104,1.25739,1.08214
1768149431321,-0.00135157,-0.00311328,0.998991,-2.26997,1.24976,1.0287
1768149431334,0.00060156,0.00152539,1.00949,-2.44554,1.13525,0.845496
1768149431346,0.00426367,-0.00579883,1.00949,-2.44554,1.18869,0.807328
1768149431359,0.00157812,0.000304684,1.01022,-2.28524,1.04365,0.975267
1768149431372,-0.00110742,-0.00335743,1.00485,-2.26234,1.18105,0.937099
1768149431385,0.00157812,0.000548825,1.00778,-2.26997,1.21922,1.0058
1768149431397,-0.00623438,-0.00189258,1.00436,-2.46844,1.15052,1.13557
1768149431410,-0.00550196,0.00152539,0.995329,-2.28524,1.08182,0.906565
1768149431423,0.00475195,0.00176953,1.0068,-2.34631,1.19632,0.891298
1768149431436,-0.00525782,0.0051875,1.0134,-2.3234,1.33373,0.96
1768149431448,-0.000863284,6.05434e-05,1.00534,-2.38447,1.24976,0.998168
1768149431461,0.000113279,0.00152539,0.995085,-2.44554,1.25739,0.952366
1768149431474,0.00719336,6.05434e-05,1.00241,-2.36157,1.24976,0.898931
1768149431487,0.00182226,-0.00213672,0.994108,-2.38447,1.16579,0.967634
1768149431499,0.00426367,0.00152539,1.0007,-2.38447,1.12762,0.975267
1768149431512,-0.00330469,0.00884961,1.00436,-2.3005,1.24212,0.876031
1768149431525,-0.00281641,0.00274609,0.99948,-2.43791,1.26502,1.01344
1768149431538,-0.00232813,0.00347851,0.992155,-2.2547,1.33373,0.982901
1768149431551,-0.00159571,-0.00408985,0.998747,-2.38447,1.20395,0.799695
1768149431563,0.0020664,-0.0014043,1.00241,-2.30814,1.08182,1.0058
1768149431576,0.00646093,-0.000916019,1.00412,-2.3234,1.27266,0.982901
1768149431589,-0.00110742,-0.00213672,1.00973,-2.37684,1.20395,1.05924
1768149431602,-0.00110742,-0.00116016,0.997771,-2.2318,1.05892,0.837863
1768149431614,0.00108984,-0.000916019,0.999235,-2.19363,1.11998,0.906565
1768149431627,-0.00159571,0.000792965,0.995817,-2.40737,1.04365,1.02107
1768149431640,-0.000375003,0.000304684,0.999724,-2.52188,1.24212,0.807328
1768149431653,-0.00110742,0.00225781,0.996062,-2.46844,0.997847,0.914199
1768149431665,0.00914648,-0.0014043,1.00143,-2.33104,1.25739,0.761527
1768149431678,0.00548437,0.000792965,0.998015,-2.34631,1.14289,0.921832
1768149431691,0.00401953,6.05434e-05,1.00265,-2.3005,1.29556,0.830229
1768149431704,0.00255468,0.000792965,1.00119,-2.36921,1.17342,0.876031
1768149431717,-0.00110742,-0.0014043,1.00461,-2.36157,1.12762,1.14321
1768149431729,0.00133398,0.00347851,0.999235,-2.49898,1.12762,1.03634
1768149431742,0.00108984,0.00372265,0.99655,-2.39211,1.13525,0.944733
1768149431755,0.00328711,-0.000427738,1.00217,-2.36157,1.11235,0.914199
1768149431768,-0.00306055,0.00152539,1.00412,-2.36157,1.15815,0.845496
1768149431780,0.00133398,0.000792965,1.00802,-2.33867,1.32609,0.967634
1768149431793,0.00939062,-0.00164844,1.0007,-2.33867,1.14289,0.952366
1768149431806,-0.00232813,0.00689648,0.995085,-2.45318,1.03602,0.891298
1768149431819,0.0020664,0.00299023,1.00802,-2.40737,1.18105,0.85313
1768149431831,-0.00159571,6.05434e-05,1.00119,-2.33867,1.18105,0.898931
1768149431844,0.00426367,0.00567578,1.00705,-2.37684,1.21922,0.906565
1768149431857,0.000357419,-0.000183597,1.00436,-2.28524,1.21922,1.08214
1768149431870,0.000113279,-0.00189258,0.992155,-2.26234,1.37953,0.845496
1768149431883,-0.00379297,-0.00189258,0.997282,-2.2776,1.14289,1.0745
1768149431896,0.00255468,-0.000183597,0.998503,-2.37684,1.40243,0.914199
1768149431908,0.00157812,0.00274609,1.00461,-2.2776,1.39479,1.01344
1768149431921,-0.00330469,-0.00238086,0.999968,-2.2776,1.00548,0.967634
1768149431934,-0.00330469,0.000548825,1.00021,-2.46844,1.39479,1.0058
1768149431947,0.000357419,-0.000427738,0.996794,-2.46081,1.26502,0.906565
1768149431960,0.00060156,0.000548825,1.01022,-2.35394,1.15052,1.02107
1768149431972,-0.00281641,-0.00189258,1.00412,-2.42264,1.15815,1.02107
1768149431985,0.00279883,-0.00189258,1.01217,-2.43027,1.21922,0.85313
1768149431998,-0.00232813,0.00274609,1.00021,-2.35394,1.28029,0.883664
1768149432011,-0.000863284,0.00103711,1.00558,-2.20127,1.07418,0.937099
1768149432024,0.00890234,0.000548825,0.998259,-2.2547,1.20395,1.0516
1768149432036,-0.00354883,0.00469922,1.00607,-2.43027,1.19632,1.03634
1768149432049,0.00377539,0.00689648,1.00705,-2.36921,1.14289,0.898931
1768149432062,0.00133398,0.00152539,1.00607,-2.36921,1.26502,1.02107
1768149432075,-0.00306055,-0.00116016,1.00339,-2.62111,1.34136,1.0287
1768149432087,-0.00135157,-0.00628711,0.998259,-2.44554,1.05892,0.914199
1768149432100,-0.000863284,-0.000427738,0.992155,-2.24707,1.31846,0.921832
1768149432113,-0.00452539,6.05434e-05,0.995085,-2.41501,1.23449,0.868397
1768149432126,0.00475195,-0.00457813,0.991423,-2.37684,1.31846,1.12031
1768149432138,0.00182226,-0.000671878,1.00802,-2.23944,1.23449,0.944733
1768149432151,-0.00110742,0.00616406,1.00461,-2.39974,1.18105,0.975267
1768149432164,-0.00232813,-0.00360157,1.00998,-2.43791,1.11998,0.96
1768149432177,-0.00550196,0.00103711,1.009,-2.43027,1.15815,0.837863
1768149432189,-0.000863284,0.00347851,1.01388,-2.43027,1.02075,0.921832
1768149432202,-0.00452539,0.000548825,0.995329,-2.35394,1.29556,0.738626
1768149432215,-0.00379297,0.00152539,1.00339,-2.41501,1.15815,0.990534
1768149432228,-0.00452539,-0.002625,1.00509,-2.28524,1.08182,0.914199
1768149432241,-0.00306055,0.00225781,1.00363,-2.31577,1.14289,0.906565
1768149432253,0.000357419,0.00274609,1.00241,-2.26234,1.14289,0.76916
1768149432266,-0.00183985,0.000304684,1.00827,-2.40737,1.28029,1.04397
1768149432279,-0.00281641,0.00128125,1.00461,-2.37684,0.990214,0.975267
1768149432292,0.000845701,-0.000183597,1.00363,-2.3005,1.25739,1.0287
1768149432304,-0.000863284,0.00176953,1.01071,-2.41501,1.19632,0.929466
1768149432317,0.000357419,0.000304684,0.999235,-2.42264,1.24212,0.921832
1768149432330,0.00450781,0.00274609,1.00265,-2.38447,1.21159,0.906565
1768149432343,-0.00379297,0.000304684,1.00363,-2.2776,1.00548,1.08214
1768149432356,-0.00208399,0.00201367,0.998747,-2.2547,1.08182,0.929466
1768149432368,0.000357419,-0.00116016,1.00119,-2.52951,1.10472,0.944733
1768149432381,-0.00501367,-0.00408985,0.994841,-2.33104,1.23449,0.921832
1768149432394,0.00157812,0.000304684,1.00607,-2.1631,1.24212,0.944733
1768149432407,0.00255468,-0.00433399,1.00607,-2.46081,1.05128,0.929466
1768149432419,0.00353125,-0.00164844,1.00705,-2.38447,1.05128,0.937099
1768149432432,0.00133398,0.00250195,1.0007,-2.44554,1.07418,0.990534
1768149432445,-0.000375003,-0.00116016,1.00314,-2.43027,1.10472,0.891298
1768149432458,-0.000375003,-0.00579883,0.99948,-2.29287,1.21922,1.08214
1768149432470,-0.000863284,0.00201367,0.995817,-2.1173,1.11998,0.845496
1768149432483,0.000845701,-0.000427738,0.99362,-2.43027,0.990214,1.03634
1768149432496,-0.00354883,0.00299023,0.999235,-2.44554,1.31846,0.967634
1768149432509,0.00475195,0.000304684,1.0068,-2.45318,1.06655,0.906565
1768149432522,-0.00257227,0.00250195,1.0029,-2.2089,1.21922,0.921832
1768149432534,0.00108984,-0.000916019,0.998259,-2.2547,1.02075,0.85313
1768149432547,0.000113279,-0.0014043,1.00485,-2.36157,1.38716,0.883664
1768149432560,0.00279883,0.00250195,1.00314,-2.29287,1.01311,0.952366
1768149432573,0.00060156,-0.00286914,1.00094,-2.38447,1.01311,1.05924
1768149432586,0.00401953,6.05434e-05,0.999724,-2.40737,1.33373,0.96
1768149432598,0.00328711,-0.00482227,0.996062,-2.35394,1.17342,0.860763
1768149432611,-0.000619143,-0.00116016,1.00119,-2.1402,1.20395,0.937099
1768149432624,-0.00306055,0.00274609,1.00363,-2.52188,1.14289,0.944733
1768149432637,-0.000619143,-0.00213672,1.00265,-2.33867,1.24976,0.761527
1768149432650,0.000845701,0.000792965,1.00534,-2.43027,1.21922,0.868397
1768149432662,-0.00110742,0.00103711,1.00119,-2.26997,1.13525,1.04397
1768149432675,0.00182226,0.00225781,0.999724,-2.51424,1.30319,1.03634
1768149432688,-0.00281641,-0.000183597,1.00387,-2.30814,1.23449,0.876031
1768149432701,-0.0057461,0.00103711,1.00387,-2.39211,1.14289,0.914199
1768149432713,0.00157812,-0.00286914,0.996306,-2.42264,1.01311,0.937099
1768149432726,0.000357419,0.00128125,1.00802,-2.23944,1.25739,0.96
1768149432739,-0.00183985,-0.000427738,1.00363,-2.34631,0.944412,0.906565
1768149432752,-0.00476953,0.000304684,1.01388,-2.36157,1.37189,0.982901
1768149432764,0.00646093,0.00225781,0.99655,-2.41501,1.16579,0.914199
1768149432777,0.00255468,-0.00433399,1.00119,-2.29287,1.05892,0.990534
1768149432790,0.000357419,-0.00579883,1.00363,-2.26234,1.00548,0.921832
1768149432803,0.0020664,6.05434e-05,1.00436,-2.2776,1.16579,0.891298
1768149432815,-0.00257227,-0.00116016,1.00314,-2.3234,1.03602,0.883664
1768149432828,0.0020664,0.000548825,1.00241,-2.37684,1.18105,1.01344
1768149432841,-0.00159571,0.00201367,0.997771,-2.39211,1.15052,0.822595
1768149432854,-0.000863284,0.000304684,1.00632,-2.43791,1.05128,0.876031
1768149432867,0.00182226,-0.000183597,1.00632,-2.3005,1.08182,0.845496
1768149432880,-0.00110742,0.00274609,1.00632,-2.3234,1.31082,0.975267
1768149432892,-0.00208399,0.00347851,0.993864,-2.40737,1.13525,0.937099
1768149432905,0.00231054,0.00103711,0.998991,-2.36921,1.05892,0.937099
1768149432918,-0.00599024,-0.00189258,1.009,-2.1631,1.19632,0.929466
1768149432931,0.00328711,0.00543164,1.00241,-2.36157,1.10472,1.0516
1768149432943,-0.00208399,0.00469922,1.01388,-2.23944,1.18869,0.952366
1768149432956,-0.00403711,-0.00164844,0.997282,-2.39211,1.13525,0.944733
1768149432969,-0.00354883,-0.00213672,0.996306,-2.24707,1.12762,0.990534
1768149432982,-0.00159571,-0.00286914,1.00412,-2.2776,1.26502,0.814962
1768149432995,-0.00232813,-0.00677539,1.00412,-2.23944,1.17342,1.04397
1768149433007,0.00304297,-0.000427738,1.00534,-2.43791,1.14289,0.929466
1768149433020,0.00182226,-0.00164844,1.00485,-2.36157,1.25739,0.85313
1768149433033,-0.00232813,0.00421093,1.00461,-2.34631,1.10472,0.975267
1768149433046,-0.00183985,0.00494336,1.0029,-2.50661,1.16579,0.937099
1768149433058,0.00060156,0.000792965,1.00412,-2.19363,1.24212,0.998168
1768149433071,0.000113279,-0.00189258,0.99069,-2.57531,1.19632,0.876031
1768149433084,0.0020664,6.05434e-05,0.999724,-2.35394,1.20395,0.998168
1768149433097,-0.00232813,-0.00213672,1.00046,-2.39211,1.24212,0.990534
1768149433110,0.000113279,0.00445507,1.00461,-2.37684,1.13525,1.0287
1768149433122,-0.00110742,0.00176953,1.00509,-2.44554,1.25739,0.85313
1768149433135,-0.00428125,0.00250195,1.00192,-2.35394,1.14289,0.845496
1768149433148,-0.00183985,0.00421093,1.00827,-2.30814,1.23449,0.860763
1768149433161,0.0020664,-0.00311328,1.00241,-2.2547,1.18869,0.822595
1768149433173,0.00108984,0.00421093,1.00802,-2.33104,1.22685,0.784428
1768149433186,-0.00110742,0.00469922,1.00094,-2.51424,1.24212,0.837863
1768149433199,0.00182226,0.000304684,0.999968,-2.33867,1.19632,0.944733
1768149433212,-0.000863284,0.000548825,1.00241,-2.47608,1.21159,1.0287
1768149433224,0.00353125,0.00323437,0.997282,-2.42264,1.22685,0.822595
1768149433237,0.00401953,0.00176953,1.00265,-2.30814,1.24212,0.876031
1768149433250,0.00279883,-0.00482227,1.01022,-2.28524,1.34136,0.792061
1768149433263,-0.00354883,0.00323437,0.997771,-2.26997,1.13525,0.837863
1768149433276,0.00060156,-0.00286914,0.998747,-2.51424,1.31082,0.792061
1768149433288,-0.000130862,0.00347851,1.01071,-2.44554,1.11235,0.990534
1768149433301,-0.00379297,0.000548825,1.00436,-2.0715,1.09708,0.891298
1768149433314,-0.00281641,0.00347851,1.00827,-2.33104,1.28029,1.08214
1768149433327,0.00255468,0.00103711,0.990935,-2.2776,1.27266,0.807328
1768149433339,-0.00159571,-0.00116016,1.00094,-2.56768,1.15052,0.807328
1768149433352,-0.00306055,0.00176953,1.00265,-2.44554,1.25739,0.929466
1768149433365,-0.00110742,-0.00457813,0.999968,-2.39211,1.36426,0.921832
1768149433378,0.00157812,0.000548825,1.00851,-2.35394,1.15052,0.891298
1768149433390,0.00255468,-0.00189258,1.00436,-2.19363,1.25739,1.02107
1768149433403,-0.00281641,0.000304684,1.00534,-2.12493,1.19632,1.0287
1768149433416,0.00231054,-0.000671878,1.00265,-2.38447,1.19632,1.04397
1768149433429,-0.00354883,0.00152539,0.994597,-2.20127,1.08182,0.860763
1768149433441,0.00279883,0.000792965,1.00094,-2.43027,1.15052,0.891298
1768149433454,0.00597265,0.00372265,1.00192,-2.39974,1.21159,0.914199
1768149433467,-0.00257227,-0.00189258,1.00217,-2.3005,1.24976,1.01344
1768149433480,-0.00135157,0.00152539,1.00876,-2.41501,1.18869,1.0287
1768149433492,0.00133398,0.000792965,1.00363,-2.33867,1.11235,0.952366
1768149433505,0.00572851,-0.00286914,1.00632,-2.45318,1.07418,1.10504
1768149433518,0.00548437,6.05434e-05,1.00729,-2.39211,1.18105,0.937099
1768149433531,0.000113279,-0.00213672,1.00558,-2.36921,1.05892,0.96
1768149433544,-0.00159571,0.00250195,1.00143,-2.53714,1.30319,0.906565
1768149433556,-0.00452539,0.000548825,1.00656,-2.23944,1.15815,0.891298
1768149433569,-0.000863284,0.00103711,1.01266,-2.37684,1.24976,1.04397
1768149433582,-0.00354883,-0.00116016,0.999724,-2.14783,1.15052,0.845496
1768149433595,0.00304297,0.00250195,0.998259,-2.49898,1.27266,1.01344
1768149433607,-0.00183985,0.00591992,1.00168,-2.3005,1.33373,0.929466
1768149433620,-0.00135157,0.00176953,0.994108,-2.47608,1.21159,0.921832
1768149433633,-0.000619143,0.00299023,1.009,-2.43027,1.29556,1.0745
1768149433646,-0.00525782,-0.000183597,1.00607,-2.17073,1.25739,0.868397
1768149433658,0.00279883,0.00225781,0.998259,-2.49898,0.990214,0.860763
1768149433671,-0.00354883,-0.00311328,1.00046,-2.28524,1.24976,0.952366
1768149433684,-0.00281641,0.00543164,0.994841,-2.49134,1.28792,0.868397
1768149433697,-0.00135157,0.000548825,0.995817,-2.26997,1.26502,0.860763
1768149433709,0.00182226,-0.00213672,1.01022,-2.48371,1.41006,1.11267
1768149433722,-0.00183985,-0.00677539,1.00339,-2.26234,1.11235,0.982901
1768149433735,0.000845701,-0.00213672,1.00973,-2.44554,1.17342,0.830229
1768149433748,-0.00183985,0.00225781,1.00949,-2.35394,1.15052,1.0516
1768149433760,-0.00501367,-0.00677539,1.0029,-2.44554,1.27266,0.998168
1768149433773,-0.000375003,0.00225781,1.00827,-2.43791,1.18105,1.12794
1768149433786,0.00060156,0.00225781,1.00998,-2.36921,1.39479,0.998168
1768149433799,0.00255468,0.000304684,1.00192,-2.39211,1.25739,0.898931
1768149433812,0.000845701,-0.00189258,0.998015,-2.36157,1.11235,0.860763
1768149433824,0.000113279,-0.00238086,1.00558,-2.36157,0.997847,0.921832
1768149433837,0.00182226,0.00176953,1.00168,-2.45318,1.14289,0.860763
1768149433850,-0.00257227,0.00421093,1.00436,-2.43027,1.24976,0.967634
1768149433863,-0.000375003,0.00152539,0.99948,-2.33867,1.35663,0.975267
1768149433876,-0.00403711,-0.0014043,0.993864,-2.21653,1.30319,0.967634
1768149433888,-0.00110742,-0.00531055,1.00265,-2.1173,1.11998,0.845496
1768149433901,0.0074375,-0.00408985,1.00168,-2.31577,1.21922,0.883664
1768149433914,-0.00183985,-0.0014043,1.00363,-2.36921,1.12762,0.845496
1768149433927,0.000113279,0.000304684,0.993132,-2.24707,1.24976,0.952366
1768149433939,-0.00159571,-0.00286914,1.00021,-2.39211,1.15815,0.837863
1768149433952,-0.00794336,-0.00604297,1.00778,-2.46081,1.29556,0.937099
1768149433965,-0.00208399,0.000792965,0.997771,-2.35394,1.11998,0.85313
1768149433978,-0.000375003,0.0064082,1.00412,-2.36157,1.09708,0.906565
1768149433991,-0.00647852,0.00176953,1.00387,-2.3005,1.26502,1.01344
1768149434003,0.00255468,-0.00116016,1.00119,-2.3005,1.21922,0.799695
1768149434016,-0.00306055,-0.00506641,1.00168,-2.28524,1.17342,1.01344
1768149434029,0.00353125,0.00469922,1.00143,-2.40737,1.37189,0.914199
1768149434042,0.00182226,0.00176953,1.00143,-2.52188,1.16579,0.883664
1768149434054,-0.00379297,-0.00579883,1.00339,-2.46081,1.37953,0.860763
1768149434067,0.00279883,-0.00579883,1.00046,-2.2776,1.15052,0.807328
1768149434080,0.000845701,0.000792965,1.00046,-2.38447,1.31846,0.914199
1768149434093,-0.00257227,0.000304684,0.998015,-2.2776,1.12762,0.952366
1768149434105,-0.00257227,0.00176953,1.01388,-2.31577,1.24976,0.822595
1768149434118,0.00475195,0.00372265,1.00656,-2.45318,1.03602,1.0745
1768149434131,-0.00330469,-0.00238086,1.00461,-2.40737,1.21159,0.876031
1768149434144,0.00792578,0.00176953,1.00094,-2.48371,1.21922,0.868397
1768149434157,0.000113279,-0.00360157,1.01047,-2.37684,1.19632,0.753893
1768149434169,0.00255468,0.00347851,0.996306,-2.40737,1.35663,0.822595
1768149434182,0.00426367,0.00201367,0.998991,-2.52188,1.21922,0.876031
1768149434195,-0.00159571,-0.00189258,1.00558,-2.28524,1.15815,1.0516
1768149434208,0.00670508,-0.00189258,1.00534,-2.38447,1.08945,0.952366
1768149434220,0.00255468,0.00323437,1.00168,-2.33104,1.25739,0.876031
1768149434233,-0.000130862,0.00665234,1.00534,-2.39974,1.34136,1.01344
1768149434246,-0.00281641,-0.00238086,1.00485,-2.28524,1.14289,0.982901
1768149434259,0.000845701,0.00787304,1.00973,-2.30814,1.23449,0.990534
1768149434271,0.00426367,0.00494336,1.00607,-2.36157,1.15052,0.990534
1768149434284,-0.00501367,0.00347851,1.00412,-2.36921,1.08945,1.0287
1768149434297,0.00133398,6.05434e-05,1.00827,-2.29287,1.21922,0.883664
1768149434310,-0.00452539,0.00494336,1.00461,-2.36157,1.09708,0.814962
1768149434323,-0.000863284,-0.00506641,0.998747,-2.43791,1.17342,0.982901
1768149434335,0.00499609,0.000548825,1.00534,-2.43791,1.29556,0.837863
1768149434348,0.00328711,-0.00531055,1.0068,-2.43791,1.10472,0.860763
1768149434361,0.000357419,0.00299023,1.00998,-2.38447,1.21922,0.807328
1768149434374,0.00182226,0.00396679,0.999724,-2.45318,1.18869,0.891298
1768149434386,0.00231054,-0.000183597,1.0068,-2.29287,1.00548,1.0287
1768149434399,0.00328711,0.00347851,0.998991,-2.33104,0.974947,1.08977
1768149434412,0.00719336,0.00152539,1.00607,-2.35394,1.10472,0.975267
1768149434425,0.00060156,-0.000427738,1.00925,-2.45318,1.22685,0.952366
1768149434437,-0.00403711,-0.002625,1.00143,-2.38447,1.25739,0.85313
1768149434450,-0.00281641,0.0051875,0.997771,-2.36921,1.18869,1.05924
1768149434463,0.00157812,0.00958203,1.00998,-2.28524,1.21922,0.898931
1768149434476,-0.00330469,0.00225781,1.0068,-2.48371,1.23449,0.883664
1768149434488,-0.000619143,-0.00213672,0.998991,-2.36921,1.20395,0.898931
1768149434501,0.00060156,-0.00335743,0.994108,-2.39974,1.28029,1.0516
1768149434514,0.00133398,0.000792965,1.00534,-2.42264,1.18105,0.967634
1768149434527,-0.00403711,0.00347851,1.00046,-2.26234,1.22685,0.982901
1768149434539,0.00719336,-0.000916019,1.00265,-2.26997,1.19632,0.845496
1768149434552,0.00255468,0.00128125,1.00485,-2.42264,1.31082,0.952366
1768149434565,0.00646093,0.00176953,1.00094,-2.3005,1.11235,1.10504
1768149434578,0.00060156,0.000548825,1.00363,-2.31577,1.18869,0.990534
1768149434591,0.000845701,-0.00311328,1.00021,-2.41501,1.08945,0.85313
1768149434603,0.00133398,0.00103711,1.00509,-2.186,1.08182,0.837863
1768149434616,-0.000619143,-0.000916019,1.01022,-2.44554,1.18869,0.975267
1768149434629,-0.00232813,0.00274609,1.00265,-2.42264,1.15052,1.05924
1768149434642,-0.00428125,0.000548825,1.00802,-2.45318,1.21159,0.799695
1768149434654,0.00524023,-0.00164844,1.00851,-2.33104,1.26502,0.906565
1768149434667,-0.00110742,0.00103711,1.00949,-2.36157,1.07418,0.906565
1768149434680,-0.00110742,0.00836132,0.999968,-2.39211,1.18869,1.01344
1768149434693,0.00279883,-0.00116016,1.00021,-2.42264,1.16579,1.0058
1768149434705,-0.00183985,-0.00311328,1.00656,-2.3234,1.18105,0.990534
1768149434718,-0.000130862,0.00103711,0.995573,-2.2547,1.24976,0.937099
1768149434731,-0.000375003,-0.00238086,1.00363,-2.33867,1.09708,0.975267
1768149434744,-0.00403711,-0.000427738,1.00119,-2.21653,1.16579,1.02107
1768149434756,0.000113279,0.00152539,1.00168,-2.38447,1.14289,1.0287
1768149434769,0.00499609,0.000304684,1.00802,-2.33104,1.14289,0.929466
1768149434782,-0.00330469,-0.000427738,1.0068,-2.55241,1.18105,0.982901
1768149434795,0.0020664,-0.00433399,0.995329,-2.31577,1.23449,0.761527
1768149434808,0.00255468,6.05434e-05,0.998503,-2.3005,1.31082,1.0058
1768149434820,-0.00159571,0.00176953,1.00607,-2.39211,1.16579,0.982901
1768149434833,0.00524023,0.00372265,1.00192,-2.36921,1.10472,1.0058
1768149434846,0.00401953,-0.00335743,0.993864,-2.28524,1.39479,0.929466
1768149434859,0.0074375,0.00323437,1.00217,-2.52188,1.30319,1.06687
1768149434872,-0.000375003,0.00152539,1.00314,-2.41501,1.21159,1.02107
1768149434884,0.00231054,-0.00286914,1.0068,-2.3005,1.19632,1.05924
1768149434897,0.00621679,0.00128125,0.996062,-2.37684,1.20395,1.0745
1768149434910,0.00524023,0.00469922,1.00461,-2.37684,1.18105,1.04397
1768149434923,0.00133398,0.00250195,0.998503,-2.186,1.23449,0.822595
1768149434935,-0.000130862,0.00128125,0.997038,-2.31577,1.05892,1.05924
1768149434948,-0.000619143,0.00665234,0.997771,-2.37684,1.22685,1.0516
1768149434961,0.00524023,0.00567578,0.997526,-2.42264,0.98258,0.929466
1768149434974,0.00133398,-0.00213672,0.996794,-2.2547,1.21159,1.04397
1768149434986,0.00426367,0.00274609,0.995817,-2.26234,1.30319,0.990534
1768149434999,0.00353125,0.00225781,0.997771,-2.31577,1.22685,0.868397
1768149435012,-0.00183985,0.00128125,0.998747,-2.41501,1.20395,0.807328
1768149435025,-0.00159571,-0.00579883,0.993132,-2.28524,1.19632,0.891298
1768149435037,0.000113279,0.00103711,1.00558,-2.38447,1.11998,0.845496
1768149435050,0.000845701,-0.00311328,0.994108,-2.35394,1.21159,0.761527
1768149435063,-0.000863284,0.00152539,1.009,-2.21653,1.14289,0.85313
1768149435076,-0.000619143,0.00225781,1.00583,-2.46844,1.16579,0.952366
1768149435089,0.00475195,0.00201367,1.00509,-2.23944,1.31846,0.830229
1768149435101,-0.00135157,-0.00579883,0.998747,-2.51424,1.32609,0.944733
1768149435114,-0.00281641,-0.00506641,1.0029,-2.23944,1.29556,0.944733
1768149435127,-0.00281641,0.000304684,1.00339,-2.44554,1.38716,1.0058
1768149435140,-0.00428125,0.00469922,1.00143,-2.33867,1.05892,0.990534
1768149435152,-0.00525782,-0.00189258,1.0007,-2.44554,1.28792,0.967634
1768149435165,-0.00281641,-0.00164844,0.995817,-2.39211,1.08945,0.837863
1768149435178,0.00231054,-0.00164844,1.00192,-2.28524,1.29556,0.944733
1768149435191,-0.0057461,0.00494336,0.999724,-2.49898,1.05892,0.929466
1768149435203,-0.00623438,-0.00555469,1.00729,-2.36157,1.11235,0.914199
1768149435216,0.00353125,0.00176953,1.0029,-2.43027,1.22685,0.96
1768149435229,-0.00281641,-0.000183597,0.999968,-2.43791,1.23449,0.944733
1768149435242,-0.000130862,-0.00116016,1.00021,-2.41501,1.11235,0.837863
1768149435255,-0.000863284,0.00347851,1.00094,-2.37684,1.22685,0.967634
1768149435267,0.00157812,0.00152539,1.00949,-2.47608,1.12762,0.967634
1768149435280,0.00524023,-0.00360157,1.00534,-2.42264,1.16579,0.906565
1768149435293,-0.00159571,0.00299023,1.00168,-2.36157,1.05892,1.01344
1768149435306,-0.000375003,-0.00653125,0.98654,-2.41501,1.08182,0.952366
1768149435318,0.00133398,0.00299023,1.00363,-2.186,1.17342,0.937099
1768149435331,-0.00208399,0.00103711,0.998015,-2.36921,1.15052,1.01344
1768149435344,-0.00208399,0.00543164,1.00119,-2.43027,1.15815,0.921832
1768149435357,0.00572851,-0.000183597,1.00876,-2.26234,1.32609,0.921832
1768149435369,0.00328711,0.00201367,0.996062,-2.37684,1.22685,0.937099
1768149435382,-0.00403711,0.00372265,0.995329,-2.39211,1.26502,0.898931
1768149435395,0.000113279,0.00299023,1.00534,-2.46844,1.28029,1.03634
1768149435408,0.0086582,-0.00189258,0.998503,-2.21653,1.34899,1.0058
1768149435420,-0.00208399,-0.00213672,0.997771,-2.62875,1.12762,0.990534
1768149435433,0.00060156,0.00225781,0.998015,-2.42264,1.23449,0.952366
1768149435446,0.00597265,0.00543164,1.00485,-2.3005,1.21922,0.845496
1768149435459,0.00426367,-0.000427738,1.00827,-2.36157,1.11235,0.937099
1768149435471,0.00060156,-0.000671878,1.00241,-2.24707,1.23449,0.914199
1768149435484,0.00060156,0.00128125,0.994353,-2.35394,0.990214,1.11267
1768149435497,-0.00110742,-0.00164844,0.992155,-2.44554,1.18105,0.876031
1768149435510,-0.00232813,0.00176953,1.00241,-2.26234,1.19632,0.944733
1768149435523,-0.00403711,0.000304684,0.99948,-2.36157,1.13525,1.0974
1768149435535,0.000357419,-0.00213672,1.00339,-2.2318,1.16579,0.929466
1768149435548,0.00182226,0.00396679,1.00363,-2.23944,1.30319,0.929466
1768149435561,0.00108984,0.00103711,0.998991,-2.13256,1.14289,0.860763
1768149435574,-0.00501367,0.00152539,1.00217,-2.23944,1.34899,0.937099
1768149435586,-0.00769922,0.000548825,0.999724,-2.59821,1.11998,0.952366
1768149435599,0.00328711,0.00347851,1.00363,-2.42264,1.18105,0.937099
1768149435612,-0.00281641,-0.00116016,1.00583,-2.38447,1.19632,0.967634
1768149435625,-0.00623438,-0.00189258,0.998991,-2.36921,1.16579,0.753893
1768149435637,0.00279883,0.00128125,1.01755,-2.36921,1.34899,0.967634
1768149435650,0.00255468,-0.000671878,1.01047,-2.48371,1.07418,0.898931
